id,Theme,SetName,USRetailPrice,Pieces,Minifigs,,
31089,Creator,Sunset Track Racer,19.99,221,,,
10893,Duplo,Spider-Man vs. Electro,19.99,29,2,,
75237,Star Wars,TIE Fighter Attack,19.99,77,2,,
75228,Star Wars,Escape Pod vs. Dewback Microfighters,19.99,177,3,,
70663,Ninjago,Spinjitzu Nya & Wu,19.99,227,2,,
70664,Ninjago,Spinjitzu Lloyd vs. Garmadon,19.99,208,2,,
31090,Creator,Underwater Robot,19.99,207,,,
76113,Marvel Super Heroes,Spider-Man Bike Rescue,19.99,235,3,,
76123,Marvel Super Heroes,Captain America: Outriders Attack,19.99,167,4,,
75971,Overwatch,Hanzo vs. Genji,19.99,197,3,,
21151,Minecraft,The End Battle,19.99,222,2,,
70666,Ninjago,The Golden Dragon,19.99,171,3,,
10894,Duplo,Toy Story Train,19.99,21,2,,
10767,Disney,Duke Caboom's Stunt Show,19.99,120,2,,
75262,Star Wars,Imperial Dropship  – 20th Anniversary Edition,19.99,125,5,,
76118,DC Comics Super Heroes,Mr. Freeze Batcycle Battle,19.99,200,3,,
75236,Star Wars,Duel on Starkiller Base,19.99,191,2,,
41376,Friends,Turtles Rescue Mission,19.99,225,2,,
75976,Overwatch,Wrecking Ball,19.99,227,1,,
10771,Disney,Carnival Thrill Coaster,19.99,98,2,,
70848,The LEGO Movie 2,Systar Party Crew,19.99,196,2,,
70418,Hidden Side,J.B.'s Ghost Lab,19.99,174,3,,
75934,Jurassic World,Dilophosaurus on the Loose,19.99,168,3,,
40334,Marvel Super Heroes,Avengers Tower,19.99,211,1,,
5005763,Gear,Unikitty Torch,19.99,,,,
5005844,Gear,Emmet Minifigure Plush,19.99,,,,
5005846,Gear,Unikitty Plush,19.99,,,,
75945,Harry Potter,Expecto Patronum,19.99,121,4,,
75965,Harry Potter,The Rise of Voldemort,19.99,184,6,,
10910,Duplo,Submarine Adventure,19.99,24,2,,
70684,Ninjago,Spinjitzu Slam - Kai vs. Samurai,19.99,164,2,,
70672,Ninjago,Cole's Dirt Bike,19.99,212,3,,
71718,Ninjago,Wu's Battle Dragon,19.99,321,2,,
71701,Ninjago,Kai's Fire Dragon,19.99,81,2,,
71707,Ninjago,Kai's Mech Jet,19.99,217,2,,
76142,Marvel Super Heroes,Avengers Speeder Bike Attack,19.99,226,3,,
76148,Marvel Super Heroes,Spider-Man vs. Doc Ock,19.99,234,3,,
21153,Minecraft,The Wool Farm,19.99,260,1,,
41165,Disney,Anna's Canoe Expedition,19.99,108,2,,
75246,Star Wars,Death Star Cannon,19.99,159,2,,
10759,Juniors,Elastigirl's Rooftop Pursuit,19.99,95,2,,
10403,Classic,World Fun,19.99,295,2,,
31076,Creator,Daredevil Stunt Plane,19.99,200,1,,
70918,The LEGO Batman Movie,The Bat-Dune Buggy,19.99,198,2,,
76102,Marvel Super Heroes,Thor's Weapon Quest,19.99,223,3,,
75926,Jurassic World,Pteranodon Chase,19.99,126,2,,
31074,Creator,Rocket Rally Car,19.99,241,,,
31075,Creator,Outback Adventures,19.99,225,1,,
10879,Duplo,Gentle Giants Petting Zoo,19.99,24,1,,
10756,Juniors,Pteranodon Escape,19.99,84,2,,
72001,Nexo Knights,Lance's Hover Jouster,19.99,217,3,,
72002,Nexo Knights,Twinfector,19.99,191,3,,
76099,Marvel Super Heroes,Rhino Face-Off by the Mine,19.99,229,3,,
21140,Minecraft,The Chicken Coop,19.99,198,1,,
21141,Minecraft,The Zombie Cave,19.99,241,3,,
75195,Star Wars,Ski Speeder vs. First Order Walker Microfighters,19.99,216,2,,
75196,Star Wars,A-Wing vs. TIE Silencer Microfighters,19.99,188,2,,
5004940,City,City Jungle Minifigure Collection,19.99,21,4,,
5004941,Collectable Minifigures,Classic Minifigure Collection,19.99,18,4,,
5004938,Ninjago,NINJAGO Minifigure Collection,19.99,29,4,,
60180,City,Monster Truck,19.99,192,1,,
42073,Technic,BASH!,19.99,139,,,
42071,Technic,Dozer Compactor,19.99,171,,,
42072,Technic,WHACK!,19.99,135,,,
5004939,The LEGO Batman Movie,The LEGO Batman Movie Minifigure Collection,19.99,27,4,,
41191,Elves,Naida & The Water Turtle Ambush,19.99,205,2,,
10751,Juniors,Mountain Police Chase,19.99,115,2,,
10793,Marvel Super Heroes,Spidey vs. Green Goblin ,19.99,84,3,,
5005351,Gear,Pink Purple Brick Print Heritage Backpack,19.99,,,,
5005352,Gear,LEGO Blue Cinch Bucket,19.99,,,,
5005353,Gear,Red Cinch Bucket,19.99,,,,
853702,The LEGO Ninjago Movie,Movie Maker Set,19.99,163,1,,
70629,The LEGO Ninjago Movie,Piranha Attack,19.99,217,4,,
76096,DC Comics Super Heroes,Superman & Krypto Team-Up,19.99,199,2,,
853701,Gear,Sword & Sheath,19.99,,,,
10755,Juniors,Zane's Ninja Boat Pursuit,19.99,131,2,,
10754,Juniors,Spider-Man vs. Scorpion Street Showdown,19.99,125,2,,
70638,Ninjago,Katana V11,19.99,257,2,,
10873,Duplo,Minnie's Birthday Party,19.99,21,1,,
60205,City,Tracks,19.99,20,,,
10882,Duplo,Train Tracks,19.99,23,,,
41348,Friends,Service & Care Truck,19.99,247,1,,
76110,DC Comics Super Heroes,Batman: The Attack of the Talons,19.99,155,3,,
41156,Disney,Rapunzel's Castle Bedroom,19.99,156,1,,
40274,BrickHeadz,Mr. & Mrs. Claus,19.99,341,,,
21145,Minecraft,The Skull Arena,19.99,198,2,,
41453,Unikitty,Party Time,19.99,214,4,,
41611,BrickHeadz,Marty McFly & Doc Brown,19.99,240,,,
41610,BrickHeadz,Tactical Batman & Superman,19.99,209,,,
41614,BrickHeadz,Owen & Blue,19.99,234,,,
41613,BrickHeadz,Mr. Incredible & Frozone,19.99,160,,,
41612,BrickHeadz,Steve & Creeper,19.99,160,,,
76109,Marvel Super Heroes,Quantum Realm Explorers,19.99,200,3,,
41621,BrickHeadz,Ron Weasley & Albus Dumbledore,19.99,245,,,
41630,BrickHeadz,Jack Skellington & Sally,19.99,193,,,
41622,BrickHeadz,Peter Venkman & Slimer,19.99,228,,,
41623,BrickHeadz,Ariel & Ursula,19.99,361,,,
75951,Harry Potter,Grindelwald's Escape,19.99,132,2,,
70650,Ninjago,Destiny's Wing,19.99,181,2,,
75214,Star Wars,Anakin's Jedi Starfighter,19.99,247,2,,
70651,Ninjago,Throne Room Showdown,19.99,221,5,,
40306,Promotional,Micro LEGOLAND Castle,19.99,220,1,,
41333,Friends,Olivia's Mission Vehicle,19.99,223,1,,
41332,Friends,Emma's Art Stand,19.99,210,1,,
10867,Duplo,Farmers' Market,19.99,26,3,,
10877,Duplo,Belle's Tea Party,19.99,19,4,,
60185,City,Mining Power Splitter,19.99,127,1,,
41287,The Powerpuff Girls,Bubbles' Playground Showdown,19.99,144,3,,
10861,Duplo,My First Emotions,19.99,28,,,
60181,City,Forest Tractor,19.99,174,1,,
41489,BrickHeadz,Rey & Kylo Ren,19.99,249,,,
60179,City,Ambulance Helicopter,19.99,190,3,,
10749,Juniors,Mia's Organic Food Market,19.99,115,1,,
60176,City,Wild River Escape,19.99,126,2,,
41155,Disney,Elsa's Market Adventure,19.99,125,2,,
10712,Classic,Bricks and Gears,19.99,244,,,
10713,Classic,Creative Suitcase,19.99,213,,,
852750,Gear,Pirates Tic Tac Toe,19.99,,10,,
852741,Gear,LEGO Holiday Countdown Candle,19.99,,,,
852744,Seasonal,Holiday LEGO Ornaments,19.99,66,,,
8046,Technic,Helicopter,19.99,152,,,
2853367,Gear,BIONICLE: The Legend Reborn DVD,19.99,,,,
852496,Gear,Bionicle Ball Shooter,19.99,,,,
852522,Gear,LEGO Letters Building System,19.99,,,,
2851194,Gear,Han Solo Watch,19.99,,,,
2851195,Gear,Obi-Wan Kenobi Watch,19.99,,,,
2851192,Gear,C-3PO Watch,19.99,,,,
7196,Indiana Jones,Chauchilla Cemetery Battle,19.99,187,5,,
21002,Architecture,Empire State Building,19.99,77,,,
21003,Architecture,Seattle Space Needle,19.99,57,,,
8968,Agents,River Heist,19.99,203,3,,
7078,Castle,King's Battle Chariot,19.99,103,4,,
5971,Space,Gold Heist,19.99,205,2,,
5587,Bricks and More,Basic Bricks with Fun Figures,19.99,390,,,
8168,Racers,Ferrari Victory,19.99,202,3,,
3595,Duplo,Scoop at Bobland Bay,19.99,28,1,,
8959,Power Miners,Claw Digger,19.99,197,2,,
852469,Gear,Magnet Set Large (4x4),19.99,,,,
5545,Duplo,Stanley at Great Waterton,19.99,19,1,,
8962,Power Miners,Crystal King,19.99,168,2,,
8992,Bionicle,Cendox V1,19.99,151,,,
852339,Gear,Play Rug,19.99,,,,
5543,Duplo,Percy at the Sheds,19.99,34,1,,
852206,Gear,Firefighter Backpack,19.99,,,,
852171,Gear,Phantoka Spheres Shooter,19.99,,,,
8166,Racers,Wing Jumper,19.99,203,,,
8167,Racers,Jump Riders,19.99,209,,,
6745,Creator,Propeller Power,19.99,247,,,
6747,Creator,Race Rider,19.99,266,,,
7631,City,Dump Truck,19.99,189,1,,
851848,Gear,Tic Tac Toe,19.99,,10,,
21000,Architecture,Sears Tower,19.99,69,,,
21001,Architecture,John Hancock Centre,19.99,69,,,
8016,Star Wars,Hyena Droid Bomber,19.99,232,3,,
6241,Pirates,Loot Island,19.99,142,3,,
8990,Bionicle,Fero and Skirmix,19.99,148,,,
8991,Bionicle,Tuma,19.99,188,,,
8697,Bionicle,Toa Ignika,19.99,140,,,
8117,Exo-Force,Storm Lasher,19.99,283,1,,
8296,Technic,Dune Buggy,19.99,199,,,
GGSW005,Gear,Luke Skywalker Pilot Maquette,19.99,,,,
8153,Racers,Ferrari F1 Truck,19.99,270,,,
W007,Gear,Clone Trooper Watch,19.99,,,,
W004,Gear,R2-D2 Watch,19.99,,,,
W005,Gear,Darth Vader Watch,19.99,,,,
W006,Gear,Luke Skywalker Watch,19.99,,,,
7625,Indiana Jones,River Chase,19.99,234,4,,
7647,Space,MX-41 Switch Fighter,19.99,235,2,,
5585,Bricks and More,Pink Brick Box,19.99,216,,,
5578,Bricks and More,Basic Bricks - Large,19.99,500,,,
8158,Racers,Speed Racer & Snake Oiler,19.99,242,2,,
8159,Racers,Racer X & Taejo Togokhan,19.99,237,2,,
8698,Bionicle,Vultraz,19.99,133,,,
8953,Bionicle,Makuta Icarax,19.99,159,,,
TS64,Gear,Star Wars Beware of the Dark Side T-shirt,19.99,,,,
8632,Agents,Swamp Raid,19.99,231,2,,
7885,Batman,Robin's Scuba Jet: Attack of The Penguin,19.99,207,2,,
5982,Space,Smash 'n' Grab,19.99,188,2,,
5647,Duplo,Big Tractor,19.99,12,1,,
7590,Toy Story,Woody and Buzz to the Rescue,19.99,92,2,,
852748,Gear,Pirates Coin Bank,19.99,,1,,
8189,Power Miners,Magma Mech,19.99,183,2,,
5867,Creator,Super Speedster,19.99,278,,,
3180,City,Tank Truck,19.99,222,1,,
7789,Toy Story,Lotso's Dump Truck,19.99,129,1,,
2853587,Gear,LEGO Rock Band,19.99,,,,
2853399,Gear,Space Police Watch,19.99,,,,
2853401,Gear,Power Miners Watch,19.99,,,,
7570,Prince of Persia,The Ostrich Race,19.99,169,3,,
5658,Duplo,Pizza Planet Truck,19.99,13,2,,
5814,Duplo,Mater's Yard,19.99,16,2,,
7145,HERO Factory,Von Nebula,19.99,156,,,
7162,HERO Factory,Rotor,19.99,145,,,
5651,Duplo,Dump Truck,19.99,10,1,,
7948,Castle,Outpost Attack,19.99,194,3,,
8897,World Racers,Jagged Jaws Reef,19.99,191,2,,
8076,Atlantis,Deep Sea Striker,19.99,260,1,,
7936,City,Level Crossing,19.99,142,1,,
2854298,Gear,LEGO The Adventures of Clutch Powers DVD,19.99,,,,
852779,Gear,Harpoon Blaster,19.99,,,,
4737,Harry Potter,Quidditch Match,19.99,153,5,,
7978,Atlantis,Angler Attack,19.99,201,2,,
3366,City,Satellite Launch Pad,19.99,165,1,,
5933,Bricks and More,Airport Building Set,19.99,310,2,,
5765,Creator,Transport Truck,19.99,276,,,
7286,City,Prisoner Transport,19.99,173,2,,
7499,City,Flexible and Straight Tracks,19.99,24,,,
2260,Ninjago,Ice Dragon Attack,19.99,158,2,,
2235,HERO Factory,Fire Lord,19.99,125,,,
2257,Ninjago,Spinjitzu Starter Set,19.99,57,2,,
7307,Pharaoh's Quest,Flying Mummy Attack,19.99,125,3,,
5946,Duplo,Tigger's Expedition,19.99,26,2,,
8066,Technic,Off-Roader,19.99,141,,,
7915,Star Wars,Imperial V-wing Starfighter,19.99,139,2,,
4192,Pirates of the Caribbean,Fountain of Youth,19.99,128,4,,
4181,Pirates of the Caribbean,Isla De Muerta,19.99,152,4,,
3850,Games,Meteor Strike,19.99,185,2,,
3849,Games,Orient Bazaar,19.99,204,5,,
66373,Miscellaneous,Fun Favor Pack,19.99,72,,,
55000,Gear,LEGO Universe Massively Multiplayer Online Game,19.99,,,,
8734,Bionicle,Brutaka,19.99,193,,,
8673,Racers,Ferrari F1 Fuel Stop,19.99,189,5,,
4964,Duplo,Highway Help,19.99,26,2,,
4892,Creator,Prehistoric Power,19.99,380,,,
7903,City,Rescue Helicopter,19.99,249,3,,
7882,Duplo,Shark Attack,19.99,13,1,,
3825,SpongeBob SquarePants,Krusty Krab,19.99,295,3,,
7780,Batman,The Batboat: Hunt for Killer Croc,19.99,188,2,,
G574,Gear,LEGO Tic-Tac-Toe,19.99,,,,
W294,Gear,Brick Outline Fabric Watch,19.99,,,,
8271,Technic,Wheel Loader,19.99,200,,,
XB376,Gear,LEGO Star Wars II: The Original Trilogy Video Game,19.99,,,,
XB975,Gear,LEGO Star Wars II: The Original Trilogy,19.99,,,,
GBA960,Gear,LEGO Star Wars II: The Original Trilogy,19.99,,,,
PC918,Gear,LEGO Star Wars II: The Original Trilogy,19.99,,,,
W341,Gear,Classic Creator Watch,19.99,,,,
W027,Gear,Classic Elastic Watch,19.99,,,,
W097,Gear,Classic Watch Grey,19.99,,,,
3299,Duplo,Scrambler and Dizzy at Bob's Workshop,19.99,50,3,,
CDB26,Gear,"From the LEGO Vaults CD-Rom, Volume 2",19.99,,,,
4953,Creator,Fast Flyers,19.99,312,,,
8142,Racers,Ferrari 248 F1 1:24,19.99,167,,,
7772,Aqua Raiders,Lobster Strike,19.99,223,2,,
7656,Star Wars,General Grievous Starfighter,19.99,232,1,,
7657,Star Wars,AT-ST,19.99,244,1,,
6163,Creator,A World of LEGO Mosaic,19.99,598,,,
6161,Make and Create,LEGO Brick Box,19.99,221,,,
4826,Duplo,Princess and Pony Picnic,19.99,19,1,,
8140,Racers,Tow Trasher,19.99,182,,,
8141,Racers,Off Road Power,19.99,201,,,
PSP939,Gear,LEGO Star Wars II: The Original Trilogy,19.99,,,,
7992,City,Container Stacker,19.99,218,1,,
7092,Castle,Skeletons' Prison Carriage,19.99,193,5,,
7600,Belville,LEGO BELVILLE Advent Calendar,19.99,215,,,
7693,Space,ETX Alien Strike,19.99,246,3,,
5416,Duplo,Duplo Brick Box,19.99,33,,,
8134,Racers,Night Crusher,19.99,265,,,
851908,Gear,Key Rack,19.99,,,,
8923,Bionicle,Hydraxon,19.99,165,,,
8922,Bionicle,Gadunka,19.99,176,,,
851903,Gear,LEGO Brick Backpack Blue,19.99,,,,
3288,Duplo,Packer,19.99,19,2,,
852019,Gear,Space Hero Air Blaster,19.99,,,,
8939,Bionicle,Lesovikk,19.99,149,,,
851591,Gear,Piraka Ball Shooter,19.99,,,,
TS40,Gear,Bionicle Toa Nuparu Long Sleeve T-Shirt,19.99,,,,
3354,Duplo,Gordon's Express,19.99,13,1,,
851950,Gear,LEGO Brick Backpack Pink,19.99,,,,
7587,Belville,Horse Jumping,19.99,54,1,,
6176,Duplo,Basic Bricks Deluxe,19.99,80,,,
6187,Bricks and More,Road Construction Set,19.99,300,1,,
7669,Star Wars,Anakin's Jedi Starfighter,19.99,153,2,,
7670,Star Wars,Hailfire Droid & Spider Droid,19.99,249,5,,
3830,SpongeBob SquarePants,The Bikini Bottom Express,19.99,210,3,,
4995,Creator,Cargo Copter,19.99,272,,,
7038,Castle,Troll Assault Wagon,19.99,161,4,,
4524081,Mindstorms,Mindstorms NXT CD,19.99,1,,,
66208,Creator,Mr. Magorium's big book,19.99,323,,,
7621,Indiana Jones,Indiana Jones and the Lost Tomb,19.99,277,3,,
8621,Bionicle,Turaga Dume and Nivawk,19.99,179,,,
5963,Belville,The Princess and the Pea,19.99,55,1,,
5961,Belville,Snow Queen,19.99,57,1,,
3774,Duplo,Bridge,19.99,26,,,
6206,Star Wars,TIE Interceptor,19.99,212,1,,
7248,City,Digger,19.99,127,1,,
4514,World City,Cargo Crane,19.99,175,2,,
10015,Trains,Green Passenger Wagon,19.99,194,,,
75317,BrickHeadz,The Mandalorian & The Child,19.99,295,,,
41906,Dots,Pineapple Pencil Holder,19.99,351,,,
40370,Promotional,LEGO Trains 40th Anniversary Set,19.99,188,1,,
41914,Dots,Creative Picture Frames,19.99,398,,,
41915,Dots,Jewellery Box,19.99,374,,,
41907,Dots,Desk Organiser,19.99,405,,,
41426,Friends,Heartlake City Park Café,19.99,224,2,,
41421,Friends,Baby Elephant Jungle Rescue,19.99,203,2,,
71363,Super Mario,Desert Pokey,19.99,180,2,,
71364,Super Mario,Whomp's Lava Trouble,19.99,133,2,,
31113,Creator,Race Car Transporter,19.99,328,,,
31114,Creator,Superbike,19.99,236,,,
75298,Star Wars,AT-AT vs. Tauntaun Microfighters,19.99,205,2,,
75297,Star Wars,Resistance X-wing Starfighter,19.99,60,2,,
42118,Technic,Monster Jam Grave Digger,19.99,212,,,
42119,Technic,Monster Jam Max-D,19.99,230,,,
5006152,Gear,LEGO Minifigure Display Case,19.99,,,,
5006057,Gear,Locking Notebook with Gel Pen,19.99,,,,
10931,Duplo,Truck & Tracked Excavator,19.99,20,2,,
41250,Trolls World Tour,Techno Reef Dance Party,19.99,173,1,,
41251,Trolls World Tour,Poppy's Pod,19.99,103,1,,
ISBN9781465489562,Books,"LEGO Star Wars: Character Encyclopedia, New Edition",19.99,7,1,,
75232,BrickHeadz,Kylo Ren & Sith Trooper,19.99,240,,,
75549,Despicable Me,Unstoppable Bike Chase,19.99,136,3,,
75546,Despicable Me,Minions in Gru's Lab,19.99,87,2,,
41391,Friends,Heartlake City Hair Salon,19.99,235,2,,
41397,Friends,Juice Truck,19.99,103,2,,
31102,Creator,Fire Dragon,19.99,234,,,
31103,Creator,Rocket Truck,19.99,198,,,
43174,Disney,Mulan's Storybook Adventures,19.99,124,3,,
43175,Disney,Anna and Elsa's Storybook Adventures,19.99,133,4,,
43176,Disney,Ariel's Storybook Adventures,19.99,105,3,,
43177,Disney,Belle's Storybook Adventures,19.99,111,6,,
75265,Star Wars,T-16 Skyhopper vs Bantha Microfighters,19.99,198,2,,
75268,Star Wars,Snowspeeder,19.99,91,2,,
75269,Star Wars,Duel on Mustafar ,19.99,208,2,,
42103,Technic,Dragster,19.99,225,,,
42104,Technic,Race Truck,19.99,227,,,
21158,Minecraft,The Panda Nursery,19.99,204,1,,
76895,Speed Champions,Ferrari F8 Tributo,19.99,275,1,,
76896,Speed Champions,Nissan GT-R NISMO,19.99,298,1,,
76897,Speed Champions,1985 Audi Sport quattro S1,19.99,250,1,,
70433,Hidden Side,J.B.'s Submarine,19.99,224,3,,
70427,Hidden Side,Welcome to the Hidden Side,19.99,189,4,,
70428,Hidden Side,Jack's Beach Buggy,19.99,170,3,,
75966,Harry Potter,Hogwarts Room of Requirement,19.99,193,4,,
75939,Jurassic World,Dr. Wu's Lab: Baby Dinosaurs Breakout,19.99,164,2,,
60267,City,Safari Off-Roader,19.99,168,2,,
60252,City,Construction Bulldozer,19.99,126,2,,
60253,City,Ice-Cream Truck,19.99,200,2,,
76147,Marvel Super Heroes,Vulture's Trucker Robbery,19.99,93,3,,
11008,Classic,Bricks and Houses,19.99,270,,,
41390,Friends,Andrea's Car & Stage,19.99,240,2,,
5005963,Gear,12 Pack Marker Set,19.99,,,,
10909,Duplo,Heart Box,19.99,80,,,
10920,Duplo,Elsa and Olaf's Tea Party,19.99,17,2,,
77907,Super Mario,Toad's Special Hideaway,19.99,120,1,,
43189,Disney,Elsa and the Nokk Storybook Adventures,19.99,125,5,,
76386,Harry Potter,Hogwarts: Polyjuice Potion Mistake,19.99,217,4,,
43102,Vidiyo,Candy Mermaid BeatBox,19.99,71,1,,
43103,Vidiyo,Punk Pirate BeatBox,19.99,73,1,,
43104,Vidiyo,Alien DJ BeatBox,19.99,73,1,,
43105,Vidiyo,Party Llama BeatBox,19.99,82,1,,
43106,Vidiyo,Unicorn DJ BeatBox,19.99,84,1,,
43107,Vidiyo,HipHop Robot BeatBox,19.99,73,1,,
21165,Minecraft,The Bee Farm,19.99,238,2,,
21166,Minecraft,The 'Abandoned' Mine,19.99,248,2,,
21167,Minecraft,The Trading Post,19.99,201,3,,
40416,Seasonal,Ice Skating Rink,19.99,304,2,,
5006275,Gear,Dots gel pen 6 pack,19.99,,,,
5006274,Gear,Dots marker pen 6 pack,19.99,,,,
5006272,Gear,Dots secret diary with lock,19.99,,,,
76173,Marvel Super Heroes,Spider-Man and Ghost Rider vs. Carnage,19.99,212,3,,
76170,Marvel Super Heroes,Iron Man vs. Thanos,19.99,103,2,,
60283,City,Holiday Camper Van,19.99,190,3,,
60304,City,Road Plates,19.99,112,,,
71740,Ninjago,Jay's Electro Mech,19.99,106,2,,
71745,Ninjago,Lloyd's Jungle Chopper Bike,19.99,183,3,,
71381,Super Mario,Chain Chomp Jungle Encounter,19.99,160,2,,
40420,BrickHeadz,"Gru, Stuart and Otto",19.99,244,,,
40421,BrickHeadz,"Belle Bottom, Kevin and Bob",19.99,309,,,
60287,City,Tractor,19.99,148,2,,
60288,City,Race Buggy Transporter,19.99,210,2,,
76945,Jurassic World,Atrociraptor Dinosaur: Bike Chase,19.99,169,2,,
10955,Duplo,Animal Train,19.99,15,,,
10950,Duplo,Farm Tractor & Animal Care,19.99,27,2,,
71750,Ninjago,Lloyd's Hydro Mech,19.99,228,2,,
75310,Star Wars,Duel on Mandalore,19.99,147,2,,
41924,Dots,Secret Holder,19.99,451,,,
41440,Friends,Heartlake City Bakery,19.99,99,2,,
40466,BrickHeadz,Chinese New Year Pandas,19.99,249,,,
41691,Friends,Doggy Day Care,19.99,221,2,,
41692,Friends,Vet Clinic Rescue Helicopter,19.99,249,2,,
ISBN9780744027266,Books,"LEGO NINJAGO: Character Encyclopedia, New Edition",19.99,5,1,,
5006260,Gear,3 Piece Organiser Cubes,19.99,,,,
10954,Duplo,Number Train - Learn To Count,19.99,23,2,,
10944,Duplo,Space Shuttle Mission,19.99,23,2,,
10945,Duplo,Garbage Truck and Recycling,19.99,19,2,,
10773,Disney,Minnie Mouse's Ice Cream Shop,19.99,100,2,,
10774,Disney,Mickey Mouse & Minnie Mouse's Space Rocket,19.99,88,2,,
41686,Friends,Magical Acrobatics,19.99,223,2,,
41935,Dots,Lots of DOTS,19.99,1040,,,
41936,Dots,Pencil Holder,19.99,321,,,
5006588,Gear,Brick Bookrack Bright Red,19.99,,,,
854126,Gear,Lloyd's Dao with Sheath,19.99,,,,
21171,Minecraft,The Horse Stable,19.99,241,2,,
43109,Vidiyo,Metal Dragon BeatBox,19.99,86,1,,
43110,Vidiyo,Folk Fairy BeatBox,19.99,89,1,,
76195,Marvel Super Heroes,Spider-Man's Drone Duel,19.99,198,2,,
76900,Speed Champions,Koenigsegg Jesko,19.99,280,1,,
76901,Speed Champions,Toyota GR Supra,19.99,299,1,,
76902,Speed Champions,McLaren Elva,19.99,263,1,,
76186,Marvel Super Heroes,Black Panther Dragon Flyer,19.99,202,3,,
76184,Marvel Super Heroes,Spider-Man vs. Mysterio's Drone Attack,19.99,73,3,,
76198,Marvel Super Heroes,Spider-Man & Doctor Octopus Mech Battle,19.99,305,2,,
854076,Gear,Lord Garmadon's Mega Weapon,19.99,,,,
5006613,Gear,Brick Bookrack Blue,19.99,,,,
5006614,Gear,Brick Bookrack Black,19.99,,,,
5006615,Gear,Brick Bookrack White,19.99,,,,
5006616,Gear,Brick Bookrack Pink,19.99,,,,
5006617,Gear,Brick Bookrack Grey,19.99,,,,
5006618,Gear,Brick Shelf 4 Knobs Blue,19.99,,,,
5006619,Gear,Brick Shelf 4 Knobs Black,19.99,,,,
5006620,Gear,Brick Shelf 4 Knobs White,19.99,,,,
5006621,Gear,Brick Shelf 4 Knobs Grey,19.99,,,,
5006490,Gear,Navy Micro Knob Bag,19.99,,,,
5006492,Gear,Light Purple Micro Knob Bag,19.99,,,,
5006493,Gear,Medium Azur Micro Knob Bag,19.99,,,,
5006494,Gear,Lime Green Micro Knob Bag,19.99,,,,
ISBN9780241538883,Books,LEGO Star Wars: Awesome Vehicles,19.99,4,1,,
41698,Friends,Pet Playground,19.99,210,2,,
41695,Friends,Pet Clinic,19.99,111,2,,
40553,BrickHeadz,Woody and Bo Peep,19.99,296,,,
40549,BrickHeadz,Demogorgon & Eleven,19.99,192,,,
40518,Creator,High-Speed Train,19.99,284,,,
40559,BrickHeadz,Road Runner & Wile E. Coyote,19.99,205,,,
76400,Harry Potter,Hogwarts Carriage and Thestrals,19.99,121,2,,
11018,Classic,Creative Ocean Fun,19.99,333,,,
41950,Dots,Lots of DOTS - Lettering,19.99,722,,,
41951,Dots,Message Board,19.99,531,,,
10968,Duplo,Doctor Visit,19.99,34,3,,
43200,Disney,Antonio's Magical Door,19.99,99,2,,
43201,Disney,Isabela's Magical Door,19.99,114,3,,
71405,Super Mario,Fuzzy Flippers,19.99,154,2,,
10965,Duplo,Bath Time Fun: Floating Animal Train,19.99,14,,,
41948,Dots,Cute Banana Pen Holder,19.99,438,,,
10960,Duplo,Belle's Ballroom,19.99,23,4,,
76906,Speed Champions,1970 Ferrari 512 M,19.99,291,1,,
76907,Speed Champions,Lotus Evija,19.99,247,1,,
76908,Speed Champions,Lamborghini Countach,19.99,262,1,,
21178,Minecraft,The Fox Lodge,19.99,193,2,,
76830,Disney,Zyclops Chase,19.99,87,2,,
42134,Technic,Monster Jam Megalodon,19.99,260,,,
42135,Technic,Monster Jam El Toro Loco,19.99,247,,,
76207,Marvel Super Heroes,Attack on New Asgard,19.99,159,3,,
76219,Marvel Super Heroes,Spider-Man & Green Goblin Mech Battle,19.99,296,2,,
10782,Marvel Super Heroes,Hulk vs. Rhino Truck Showdown,19.99,110,3,,
5006587,Gear,Brick Shelf 4 Knobs Bright Red,19.99,,,,
31126,Creator,Supersonic-jet,19.99,215,,,
31127,Creator,Street Racer,19.99,258,,,
71760,Ninjago,Jay's Thunder Dragon EVO,19.99,140,2,,
60325,City,Cement Mixer Truck,19.99,85,2,,
60326,City,Picnic in the Park,19.99,147,3,,
75320,Star Wars,Snowtrooper Battle Pack,19.99,105,4,,
41959,Dots,Cute Panda Tray,19.99,517,,,
10972,Duplo,Wild Animals of the Ocean,19.99,32,,,
41712,Friends,Recycling Truck,19.99,259,2,,
41715,Friends,Ice-Cream Truck,19.99,84,2,,
40554,BrickHeadz,Jake Sully & his Avatar,19.99,246,,,
5007237,Gear,Notebook with Gel Pen - Blue,19.99,,,,
5007238,Gear,Notebook with Gel Pen - Violet,19.99,,,,
5007240,Gear,Notebook with Gel Pen - Orange,19.99,,,,
5007241,Gear,Notebook with Gel Pen - Yellow,19.99,,,,
5007242,Gear,Notebook with Gel Pen - Lime,19.99,,,,
5007243,Gear,Notebook with Gel Pen - Green,19.99,,,,
5007244,Gear,Notebook with Gel Pen - Azure,19.99,,,,
5007245,Gear,Notebook with Gel Pen - Lavender,19.99,,,,
5007247,Gear,Notebook with Gel Pen - Black,19.99,,,,
5007246,Gear,Notebook with Gel Pen - Brown,19.99,,,,
5006151,Gear,8 Minifigure Display Case Red,19.99,,,,
